"","NO","miRBase.ID(s)","HGNC.symbol","family.No.","Chromosome","Gene.Start.(bp)","Gene.End.(bp)","Strand"
"318",25,"hsa-mir-501","MIR501",501,"X",50009722,50009805,1
"317",26,"hsa-mir-500b","MIR500B",500,"X",50010672,50010750,1
"575",27,"hsa-mir-660","MIR660",660,"X",50013241,50013337,1
"319",28,"hsa-mir-502","MIR502",502,"X",50014598,50014683,1
"1878",29,"hsa-mir-8088","MIR8088",8088,"X",52336557,52336642,-1
"1788",30,"hsa-mir-6895","MIR6895",6895,"X",53195411,53195488,-1
"1787",31,"hsa-mir-6894","MIR6894",6894,"X",53198889,53198945,-1
"1746",32,"hsa-mir-6857","MIR6857",6857,"X",53405673,53405765,-1
"71",33,"hsa-mir-98","MIR98",98,"X",53556223,53556341,-1
"9",34,"hsa-let-7f-2","MIRLET7F2",7,"X",53557192,53557274,-1
"1263",35,"hsa-mir-4536-1","MIR4536-1",4536,"X",55451495,55451582,-1
"1264",36,"hsa-mir-4536-2","MIR4536-2",4536,"X",55451495,55451582,1
"770",37,"hsa-mir-1468","MIR1468",1468,"X",63786002,63786087,-1
"191",38,"hsa-mir-223","MIR223",223,"X",66018870,66018979,1
"587",39,"hsa-mir-676","MIR676",676,"X",70022857,70022923,1
"274",40,"hsa-mir-421","MIR421",421,"X",74218377,74218461,-1
"245",41,"hsa-mir-374b","MIR374B",374,"X",74218547,74218618,-1
"246",42,"hsa-mir-374c","MIR374C",374,"X",74218549,74218618,1
"388",43,"hsa-mir-545","MIR545",545,"X",74287104,74287209,-1
"244",44,"hsa-mir-374a","MIR374A",374,"X",74287286,74287357,-1
"269",45,"hsa-mir-384","MIR384",384,"X",76919273,76919360,-1
"217",46,"hsa-mir-325","MIR325",325,"X",77005404,77005501,-1
"1129",47,"hsa-mir-4328","MIR4328",4328,"X",78901194,78901249,-1
"442",48,"hsa-mir-548i-4","MIR548I4",548,"X",84225752,84225828,-1
"765",49,"hsa-mir-1321","MIR1321",1321,"X",85835780,85835858,1
"232",50,"hsa-mir-361","MIR361",361,"X",85903636,85903707,-1
"446",51,"hsa-mir-548m","MIR548M",548,"X",95063141,95063226,-1
"408",52,"hsa-mir-548an","MIR548AN",548,"X",106639814,106639896,1
"1557",53,"hsa-mir-6087","MIR6087",6087,"X",109054542,109054590,1
"567",54,"hsa-mir-652","MIR652",652,"X",110055329,110055426,1
"1049",55,"hsa-mir-3978","MIR3978",3978,"X",110082118,110082218,1
"1130",56,"hsa-mir-4329","MIR4329",4329,"X",112780718,112780788,-1
"597",57,"hsa-mir-764","MIR764",764,"X",114639435,114639519,1
"784",58,"hsa-mir-1912","MIR1912",1912,"X",114651544,114651623,1
"702",59,"hsa-mir-1264","MIR1264",1264,"X",114652655,114652723,1
"746",60,"hsa-mir-1298","MIR1298",1298,"X",114715233,114715344,1
"783",61,"hsa-mir-1911","MIR1911",1911,"X",114763184,114763263,1
"283",62,"hsa-mir-448","MIR448",448,"X",114823454,114823564,1
"722",63,"hsa-mir-1277","MIR1277",1277,"X",118386394,118386471,1
"599",64,"hsa-mir-766","MIR766",766,"X",119646738,119646848,-1
"972",65,"hsa-mir-3672","MIR3672",3672,"X",121370972,121371053,1
"234",66,"hsa-mir-363","MIR363",363,"X",134169378,134169452,-1
"66",67,"hsa-mir-92a-2","MIR92A2",92,"X",134169538,134169612,-1
"31",68,"hsa-mir-19b-2","MIR19B2",19,"X",134169671,134169766,-1
"33",69,"hsa-mir-20b","MIR20B",20,"X",134169809,134169877,-1
"28",70,"hsa-mir-18b","MIR18B",18,"X",134170041,134170111,-1
"83",71,"hsa-mir-106a","MIR106A",106,"X",134170198,134170278,-1
"289",72,"hsa-mir-450b","MIR450B",450,"X",134540185,134540262,-1
"287",73,"hsa-mir-450a-1","MIR450A1",450,"X",134540341,134540431,-1
"288",74,"hsa-mir-450a-2","MIR450A2",450,"X",134540508,134540607,-1
"384",75,"hsa-mir-542","MIR542",542,"X",134541341,134541437,-1
"320",76,"hsa-mir-503","MIR503",503,"X",134546328,134546398,-1
"277",77,"hsa-mir-424","MIR424",424,"X",134546614,134546711,-1
"624",78,"hsa-mir-934","MIR934",934,"X",136550878,136550960,1
"321",79,"hsa-mir-504","MIR504",504,"X",138667711,138667793,-1
"322",80,"hsa-mir-505","MIR505",505,"X",139924148,139924231,-1
"212",81,"hsa-mir-320d-2","MIR320D2",320,"X",140926172,140926219,-1
"618",82,"hsa-mir-892c","MIR892C",892,"X",145992750,145992826,-1
"613",83,"hsa-mir-890","MIR890",890,"X",145994275,145994351,-1
"611",84,"hsa-mir-888","MIR888",888,"X",145994784,145994860,-1
"616",85,"hsa-mir-892a","MIR892A",892,"X",145996669,145996743,-1
"617",86,"hsa-mir-892b","MIR892B",892,"X",145997198,145997274,-1
"615",87,"hsa-mir-891b","MIR891B",891,"X",146001053,146001131,-1
"614",88,"hsa-mir-891a","MIR891A",891,"X",146027794,146027872,-1
"336",89,"hsa-mir-513c","MIR513C",513,"X",147189704,147189787,-1
"335",90,"hsa-mir-513b","MIR513B",513,"X",147199044,147199127,-1
"333",91,"hsa-mir-513a-1","MIR513A1",513,"X",147213463,147213591,-1
"334",92,"hsa-mir-513a-2","MIR513A2",513,"X",147225826,147225952,-1
"323",93,"hsa-mir-506","MIR506",506,"X",147230720,147230843,-1
"324",94,"hsa-mir-507","MIR507",507,"X",147230984,147231077,-1
"325",95,"hsa-mir-508","MIR508",508,"X",147236913,147237027,-1
"340",96,"hsa-mir-514b","MIR514B",514,"X",147250151,147250230,-1
"327",97,"hsa-mir-509-2","MIR509-2",509,"X",147258760,147258850,-1
"328",98,"hsa-mir-509-3","MIR509-3",509,"X",147259652,147259726,-1
"326",99,"hsa-mir-509-1","MIR509-1",509,"X",147260532,147260625,-1
"329",100,"hsa-mir-510","MIR510",510,"X",147272335,147272408,-1
"337",101,"hsa-mir-514a-1","MIR514A1",514,"X",147279247,147279344,-1
"338",102,"hsa-mir-514a-2","MIR514A2",514,"X",147281943,147282030,-1
"339",103,"hsa-mir-514a-3","MIR514A3",514,"X",147284641,147284728,-1
"797",104,"hsa-mir-2114","MIR2114",2114,"X",150228004,150228083,1
"1131",105,"hsa-mir-4330","MIR4330",4330,"X",151168222,151168326,1
"192",106,"hsa-mir-224","MIR224",224,"X",151958578,151958658,-1
"292",107,"hsa-mir-452","MIR452",452,"X",151959628,151959712,-1
"81",108,"hsa-mir-105-1","MIR105-1",105,"X",152392219,152392299,-1
"600",109,"hsa-mir-767","MIR767",767,"X",152393421,152393529,-1
"82",110,"hsa-mir-105-2","MIR105-2",105,"X",152394412,152394492,-1
"922",111,"hsa-mir-3202-1","MIR3202-1",3202,"X",153981097,153981177,1
"923",112,"hsa-mir-3202-2","MIR3202-2",3202,"X",153981098,153981176,-1
"590",113,"hsa-mir-718","MIR718",718,"X",154019920,154019989,-1
"1747",114,"hsa-mir-6858","MIR6858",6858,"X",154450320,154450386,1
"581",115,"hsa-mir-664b","MIR664B",664,"X",154768596,154768656,1
"645",116,"hsa-mir-1184-1","MIR1184-1",1184,"X",154887360,154887458,-1
"646",117,"hsa-mir-1184-2","MIR1184-2",1184,"X",155383100,155383198,-1
"647",118,"hsa-mir-1184-3","MIR1184-3",1184,"X",155457517,155457615,1
"998",1,"hsa-mir-3690-2","MIR3690-2",3690,"Y",1293918,1293992,1
"1560",2,"hsa-mir-6089-2","MIR6089-2",6089,"Y",2609191,2609254,1
